QuoteText,Topic,Topic_Prob
"לפני כמה ימים התחילה סערה רבתי בישראל, כאשר התפרסמה אמירה של מנכ""ל אורנג' העולמי. אני אשתדל עד כמה שניתן לדייק ואם יש אמירה או מילה שאיננה מדויקת, אני אשמח שתתקנו אותי. הוא אמר שאם זה היה תלוי בו, הוא היה מפסיק לאלתר את ההתקשרות עם חברת פרטנר הישראלית, שלה יש את הזיכיון מחברת אורנג' העולמית. ",ניצולי שואה,0.9663125
"אני לא אחזור על כל התהליך כולו, אני רק אומר, שמאותה ידיעה שנאמרה במצרים ועד לרגע הזה היה קשה לעקוב אחר התפתחות הדברים. אתה רוצה להוציא הודעה ואז אתה צריך לשנות אותה. ברגע שהוצאת הודעה היא כבר לא רלוונטית. העלית סטטוס, זה כבר סטטוס של אתמול. נוצר פה מצב מאוד לא ברור. יכול  להיות שיש אנשים בחדר הזה או שצופים בנו שהעניינים ברורים לנו אבל לאור מסכת האמירות וההתנצלויות, לי עדיין באמת לא ברור איפה אנחנו עומדים. ",ניצולי שואה,0.96946007
"משרד האוצר אמר בדיון שהיה סיכום כבר לפני שנה, אבל לא החליטו לאיזה סעיפים זה יועבר ובימים האחרונים היתה החלטה שמעבירים את זה לשני הסעיפים האלה. 5 מיליון, נדמה לי, למינהל התרבות, ו-4 מיליון למו""פ. ",ניצולי שואה,0.5988013
"אני מודה גם באופן אישי, בגלל ניסיון אישי, אני בא מהעוני ולא הרגשתי אף פעם שאני בעוני והתחלתי להגדיר את משפחתי כמשפחה שבאה מהעוני, כמעט עם הוועדה. גם אם בילדותי אני התייתמתי מאבי כבר בגיל 4 ואימי ידעה לגדל לבד 10 ילדים ואף אחד לא נמצא בעוני, זה סימן שכל אחד יכול. אני מודה, אימי הייתה אישה מדהימה. ",ניצולי שואה,0.7154586
"הגענו עכשיו לים המלח, כמו שאמר חבר הכנסת ד""ר בני בגין, ובגלל התרחקות הים, אתם רואים איפה הים נמצא עכשיו, עכשיו רואים את זה מאוד חזק, הים פעם היה ליד הכביש, היום הוא נמצא שם. מה שקורה זה שגם המעיינות המתוקים שנמצאים כאן הולכים ונמוכים יותר. ",ניצולי שואה,0.84532493
"דורדרה. כאשר הבעלים מושכים דיבידנדים שמנים, ועושים הפרדה מלאכותית בין ""הריבוע הכחול"" נדל""ן, שהיא חברת בת, לבין ""מגה"". זה אומר שלקחו - - ",ניצולי שואה,0.6661508
"טרם הדיון בוועדה הגיעה הערכת עלות ממשרד האוצר. לגבי ממשל זמין, עלות הפיתוח של המערכת נאמדה במיליוני שקלים חדשים – לא איזה אומדן מספרי – וצורפה טבלת הערכה לגבי גופים ציבוריים.",ניצולי שואה,0.7382182
"אני מתנצל שאני מפסיק אותך. מבדיקה נוספת שעשינו, אין שום סמכות לוועדת הכנסת או ליושב-ראש ועדת הכנסת להתערב בניהולה של אף ועדה והסעיף שהוא ציטט לא רלוונטי בכלל. ",ניצולי שואה,0.64192015
"ברשותכם, אני מבקש להעיר הערה. ללשכתי הגיעה פנייה מעמותת פליטי ומפוני השואה, נגד קיומו של הדיון היום. אני מבקש להבהיר, שאני לא נכנס לעימותים פנימיים בין הארגונים. אין זה ענין של הוועדה. להיפך, אנחנו מברכים על כל פעולה של תיעוד, הנצחה, שימור והפצה, של סיפורים של הנִספים בשואה, כמו גם של ניצולי השואה ופליטי השואה באשר הם. ",ניצולי שואה,0.65726835
"על כל פנים, אנחנו מקדישים את כל הישיבה היום לגבי הפעולות שמדינת ישראל צריכה לעשות על כל חלקיה, גם הממשלה, גם הכנסת, גם הארגונים, גם הרשות לניצולי השואה שעכשיו היא נכנסה, ונדון על העניין.מדינת ישראל חייבת לניצולי השואה יותר אשר חוב רגיל שיש כלפי קבוצת באוכלוסיה שצריך לסייע להן. למדינת ישראל יש חוב מוסרי לניצולי השואה. אין דבר שהוא יותר נכון, יותר צודק ויותר מחויב, כמו הסיוע לניצולי השואה. לצערנו הרב, רבים שכבר לא נמצאים בקרבנו, ואנחנו צריכים להגביר את המוטיבציה ולהגביר את הפעילות בנושא של הסיוע לניצולים בכל תחום שעומד בתחומי העניין. אנחנו ניכנס לפרטים, נראה מה לעשות כדי להתקדם עם העניין הזה.",ניצולי שואה,0.67915285
