QuoteText,Topic,Topic_Prob
"אדוני היושב-ראש, אדוני סגן שר החינוך, אני רוצה לשאול. הובא לידיעתי מקרה של השעיית תלמיד כיתה י""ב לכמה שבועות מבית-הספר. ההשעיה תסתיים רק כאשר – ההתניה הייתה שאמו, שהיא אם חד-הורית ומפרנסת יחידה, תשהה לצדו או בחדר המורים לאורך כל שעות הלימודים.",כלכלי,0.76334786
"שלום לכולם. אנחנו בסיור של הוועדה למאבק בנגעי הסמים והאלכוהול, שמתקיים גם בעקבות פנייה של תושבי האזור פה, שהתריעו בפנינו על בעיה שנוגעת בין היתר לוועדה שלנו. נעשה סיור קצר בכמה מוקדים בהדרכת עקיבא, ונבקש התייחסות מהגורמים בנקודות, לפי הסוגיות שיעלו. ",כלכלי,0.9062427
"אני חייב לציין חבריי השרים שזה לא רק טוב לכלכלה, זה לא רק טוב לעובדי המדינה אלא זה גם טוב לכל הפרטנרים כולל הנציגים של המגזרים השונים. אני חייב לציין כאן שאם אלה הם נציגי הציבור ונציגי הארגונים שמגינים על הציבור ונציגי הארגונים שמאגדים את הגופים השונים, אם אלה היבואנים, אם אלה התעשיינים ולשכות המסחר למיניהן, כולם משקיעים בצורה הרצינית ביותר. כאיש חדש במערכת אני חייב להגיד שאני מופתע מהכנות והיושר האינטלקטואלי והמקצועי של כל הגופים כדי להגיע לזה. אין משרד שאנחנו פונים אליו והוא לא מגיע בשעות הלילה ובשעות היום לדיונים בוועדה אבל גם אחרי שעות העבודה ואנחנו מקבלים את התגובות הרציניות ביותר.",כלכלי,0.9800662
"לו ידידיי השופטים ישמעו, אז אולי בכל אופן קצת ירדו אל העם ויעשו קצת יותר זריז, יותר מהר ואפשר לעשות את זה אם רוצים. ",כלכלי,0.5005169
"שלום לכולם, אני מתכבד לפתוח את הדיון בנושא - תקנות לקידום התחרות ולצמצום הריכוזיות (סוג של חברה שאינה חברת שכבה והוראות לעניין ייחוס שליטה)(תיקון), התשע""ה-2015. ",כלכלי,0.616162
"שלום לכולם, אני פותח את הדיון. הנושא הוא – דעיכת התעשייה בישראל. שוחחתי עם שרגא ברוש. הוא אמר לי שהיתה התקדמות עם משרד האוצר בעניין הזה. אמרתי שאני לא רוצה לבטל את נושא המעקב. גם אם הדברים עומדים בפני פתרון מבחינת הנושא של התאחדות התעשיינים וכל מה ששרגא מייצג. כפי שאמרתי – נקיים דיון רך, לא דיון של התקפה, או דיון של למנוע להגיע להסכמה ביניכם ובין משרד האוצר. אני מבקש, אם תוכל למסור לוועדה איפה עומדים הדברים. ",כלכלי,0.9728939
"שלום לכולם. לפני שאנחנו מתחילים את הדיון המשובר של חוק נתוני האשראי, נתחיל בנימה חיובית: על סדר-היום הקמת ועדת משנה לענייני עסקים קטנים.",כלכלי,0.7749105
"לא יעזור בית דין, אני אמשיך לרדוף עד שנתקן את המעוות. קטן ובינוני – כאן כל אחד מגדיר את זה אחר. אני מבקש, גברתי היועצת המשפטית וחברים, את אישור הוועדה להקמת ועדת משנה לקידום עסקים קטנים ובינוניים.",כלכלי,0.5256805
"תראו, המדינה שלנו יש בה הרבה דברים שמאד מושפעים מהדת. אפשר לאהוב את זה או לא לאהוב את זה, זה עניין אישי, אבל דווקא נראה לי שבעניין הזה צריך להיות איזה שהוא קונסנסוס, כי זאת באמת הבקשה האחרונה וכל אחד ראוי שייקבר על פי רצונו. גם המחוקק קבע זאת, גם משרדי הממשלה בתקנות. הדבר היחיד שנראה שאנחנו לא מיושרים בעניין, זה השטח ומה המציאות אומרת. ",כלכלי,0.9627583
"כל מוסדות הציבור שנבדקו, נבדקו על ידי אנשי מחלקת מוסדות ציבור, מלכ""רים, ועברו את הוועדה הפנימית ברשות המסים. נמצא שיש להם אישור ניהול תקין והרשימה כאן לפניכם.",כלכלי,0.9459672
אנחנו מבקשים את אישור הוועדה להקצאת מסגרת ערבות חדשה בגובה של 600 מיליון שקל לטובת הקמת קרן הלוואות חדשה לעסקים קטנים ובינוניים שתפעל במקום הקרן שקיימת היום וצפויה לסיים - - -,כלכלי,0.5901307
" זה נכון שזה גם עולה כסף למשק, ואמרה לי את זה התאחדות התעשיינים, אבל אני חייב להגיד לכם שזה נלקח בחשבון ואני בטוח שזה יבוא לידי ביטוי בדיון שאנחנו מקיימים.",כלכלי,0.64852995
לא. החזירו את הקצבה לרמה שהייתה לרמה שהייתה ב- 2012 מינוס 50 שקל שעשו איזה הלוואה שהתינוק מלווה למדינה עד 18.,כלכלי,0.859305
אנחנו מתכבדים להציג בפני חברי הוועדה את הצעת התקציב. הצעת התקציב מתבססת על כל התהליכים שהרשות מובילה והחובות שעליהן היא מופקדת. ,כלכלי,0.75565624
"אוקיי. בעצם, חוק דמי מחלה קובע היום הסדר בנוגע למחלה ממארת, בסעיף 1א. הוא קובע שעובד שיש לו ילד שמלאו לו 18 שנה והוא עבד לפחות שנה אחת אצל אותו מעביד או באותו מקום עבודה – יכול לזקוף עד 90 ימים בשנה של היעדרות בשל המחלה הממארת על חשבון תקופת המחלה הצבורה שלו או על חשבון ימי החופשה שמגיעים לו. ואם בן זוגו עובד ולא נעדר מעבודתו מכוח הזכאות הזאת או שהעובד הוא הורה עצמאי או שהילד נמצא באחזקתו הבלעדית, אז אותו עובד יכול לזקוף עד 110 ימים בשנה של היעדרות בשל המחלה הממארת.",כלכלי,0.9825732
"בוקר טוב. אני מתכבדת לפתוח את ישיבת ועדת הכלכלה. על סדר-היום: הצעת חוק איסור אפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים (תיקון מס' 4), התשע""ה-2014. ",כלכלי,0.81025565
"אני רוצה לומר כמה מילים בנושא החוק. הצעת חוק איסור אפליה במוצרים, בשירותים ובכניסה למקומות בידור ולמקומות ציבוריים הוא בעצם זה תיקון מס' 5. הם אומרים: איסור אפליה בשל לבישת  מדי כוחות הביטחון וההצלה, התשע""ב-2014. ",כלכלי,0.95353097
"כמובן יש כאן גם את צוות הוועדה, מנהלת הוועדה, לאה, ולירון, היועצת המשפטית שלנו, ורבקה הדוברת. בקיצור אנחנו כאן עובדים של הכנסת. יש לנו כמובן את מרדכי כהן ממשרד הפנים, שהוא אחראי על כל הנושא של הרשויות, וכמובן הצוות העירוני, יש לנו את אהרן ומיטל וכמובן יש פה עוד אנשים שאני לא מזהה, אז איתם הסליחה. ",כלכלי,0.6785063
"ציטוט נוסף: ""אם אתה אלים ולא מתחשב ולא מנסה לשכנע אלא פשוט מאלץ את השלטון לרדת עד לברכיים אתה מצליח"". התייחסות לחיילי צה""ל שמופקדים על פינוי מתנחלים: ""צריך להתייחס ליריב כאל פושע, נקודה, שודד שרוצה לעקור אותך מביתך ולמסור את היישוב שלך לרוצחים ולרמאים"". זה כמובן לא מתייחס ליריב אלא לחיילי צה""ל שלנו. ",כלכלי,0.83435357
"לפני שאני מתחילה את הדיון, אני רוצה להסב את תשומת לב כל הנוכחים והנוכחות, קודם כל לעניין שאנחנו בינתיים מצולמים אבל תיכף נעלה בשידור ישיר ואני עיכבתי את השידור הישיר כדי לשאול אם מישהו או מישהי מעוניין או מעוניינת לא להיות מצולמים, כדי שנכוון אותם למקום ישיבה ולדאוג שלא יהיו מצולמים בשידור. הדבר השני הוא ענין השמות, אם מישהו או מישהי רוצים לדבר בישיבה אבל לא רוצים שהשם יופיע בפרוטוקול של הועדה, שבדרך כלל גם מתפרסם באתר, אני מבקשת מעכשיו לציין את זה או בתחילת הדברים אבל, בעניין הצילום, האם יש מישהו או מישהי שלא רוצים להיות מצולמים? אני מבינה שלא. ",כלכלי,0.97939914
