QuoteText,Topic,Topic_Prob
"על-סדר-היום: שאילתות דחופות. שאילתה ראשונה – השר זאב אלקין יענה על שאילתה דחופה מס' 93, מאת חברת הכנסת וסרמן. בבקשה, חברת הכנסת וסרמן. בבקשה, אדוני השר.",רווחה,0.93948394
"עלתה עוד שאלה שלא ענו עליה בדיון, והיא במספרים או באחוזים כמה עמותות לא מקבלות, ומאילו סיבות. אז אמרו שזה יהיה בדוח השנתי, אבל לא ראיתי. אני מבקש עכשיו תשובות. כמה בקשות קיבלו כאלה, כמה לא, ומאילו סיבות נפסלו הבקשות. האם מזיקה פוליטית, האם בגלל בעיות אחרות. אנחנו רוצים לדעת, זה חשוב. ",רווחה,0.9015027
"צהרים טובים, ברוכים הנמצאים, צהרים טובים לידידי חבר הכנסת אוסאמה. הדיון יהיה משולב וגם ההצבעה אחר כך תהיה – לא משולבת, יהיו שתי הצבעות, אבל הן יהיו באותו זמן. הצעת חוק העונשין (תיקון מס' 122 והוראת שעה), התשע""ו-2015 והצעת חוק הנוער (שפיטה, ענישה ודרכי טיפול) (תיקון מס' 20) (דרכי טיפול לאחר הרשעה), התשע""ו-2015, הצעת חוק 959 – הכנה לקריאה שנייה ושלישית. ",רווחה,0.5282904
"בוקר טוב לכולם. היום ה-28 בדצבמר 2015, ט""ז בטבת התשע""ו. אנחנו נדון היום בדו""ח מבקר המדינה בנשוא מעבר בסיסי צה""ל לנגב – סוגיות בנוגע לתקציב מערכת הביטחון ומשרתי הקבע בצה""ל. זה דו""ח מיוחד מאוגוסט 2015. זה דו""ח כמובן מאד מקיף. ",רווחה,0.5002877
"יש לנו גם אחריות, ודאי פנימה, לגבי הבטיחות הפנימית וכל ההסדרה וכל ההתנהלות של הפעילות הזאת במחקרים ביולוגיים, מחלות ביולוגיות או דברים ביולוגים. גם מול מה שאנחנו עומדים, ודאי שאנחנו עומדים מול מדינות שכנות, אפילו גם לא שכנות, ודאי יש ניסיון לקבל מידע והרבה מעבר לכך בנושא הביולוגי, ובכלל נושא המלחמה הביולוגית וכל הנושא הביולוגי הוא חלק מנושא שהפך לנושא לא רק בטיחותי, אלא נושא ביטחוני מובהק.",רווחה,0.5963954
"בוקר טוב לכם. היום יום רביעי, שמח לפתוח ישיבה נוספת של ועדת הכלכלה. גברתי מנהלת הוועדה, אדוני המנכ""ל, קודם כול ברכותי בכניסתך אל התפקיד, באמת מכל הלב – אני חושב שבשמי ובשם כל חברי הוועדה, בוודאי אלה שיושבים כאן ועוסקים, אם לא כולם, רובם, בנושאים הנוגעים להגנת הסביבה – מעומק לבנו אנחנו מאחלים לך בהצלחה. באמת בהצלחה.",רווחה,0.7393792
"אני רוצה לברך את השר החדש ואת המנכ""ל החדש במשרד לשירותי דת שיכולו לשנות את הדבר הזה. היחידים שטענו שעומדים בזמן היו הבוחנים עצמם. זאת אומרת, אין פה מצב שהייתי מצפה לחשוב שהבוחן הוא זה שמעכב חודשים ארוכים. אני מבין שמבחינת הבוחנים תוך 30 יום או 45 יום, אני לא יודע מה התאריך המדויק - - -",רווחה,0.77942497
"אתם בחרתם בחבר הכנסת וקנין, והוא לא יכול. הפרוצדורה היא, שכאשר יושב-ראש הכנסת ממליץ על ממלא מקום, אני פונה לממלא המקום ובודקת אתו אם הוא יכול או לא, לפני שאני כותבת את המכתב. עם וקנין לא דיברנו, כי ביקשו את סמוטריץ, אבל וקנין לא יכול. לכן זה חזר אליכם. ",רווחה,0.5267078
"עזוב, התוספות לא מעלות ולא מורידות כלום. לכן אנחנו החלטנו לדון בנושא, בגלל שהנושא הזה חשוב לנו. דרך אגב, גם אני וגם יוסי וגם, אני מניח, חברת הכנסת יעל, אלה הנושאים שאותי מעניינים. אני לא מתעסק, לא בנושא של מתווה גז, לא שהוא לא חשוב, ולא מתעסק, לא בנושא חיל אוויר, חיל הים, צבא, אלה הנושאים שאני מתעסק איתם ביום יום, בארנונה, בהסעות של הילדים המוגבלים, בכפר שלם. אלה הנושאים שנוגעים ללבי. אני גדלתי בעיירת פיתוח, אני מזדהה עם מה שקורה פה בגלל שככה אני גדלתי ואלה הנושאים שמרתקים אותי, מעניינים אותי, אני מרגיש אותם בתחושה. לכן במהלך הסיור, תבינו, רבותיי, לא צריך לפרט לי הרבה. כשאני מסתובב פה אני רואה את השכונה שלי בילדות. ",רווחה,0.7447415
בוקר טוב לכולם. אני מתכבד לפתוח את ישיבת ועדת הפנים והגנת הסביבה בנושא הסדרת סוגיית תשלום מיסים עירוניים עבור תחנות מוניות ומפרצי חנייה של מוניות ברשויות המקומיות. ,רווחה,0.53141695
"שלום לכולם, אני מתכבדת לפתוח את ישיבת ועדת העבודה, הרווחה והבריאות. הנושא שאנחנו נדבר עליו זו הצעה לדיון מהיר של קבוצת חברי הכנסת – ""הגנה על קשישים סיעודיים מפני אלימות מצד מטפלים"".",רווחה,0.70665675
"בוקר טוב. היום ה-8 בפברואר 2016, כ""ט בשבט התשע""ו, השעה 09:07 ואני מתכבד לפתוח את ישיבת ועדת העבודה, הרווחה והבריאות.",רווחה,0.5815604
"	בוקר טוב, אני מתכבד לפתוח את ועדת העבודה, הרווחה והבריאות. היום ה-10 לפברואר 2016, א' באדר א' תשע""ו. חודש טוב. אנחנו במרתון עם הצעת חוק לתיקון פקודת הרוקחים.  בשבוע הבא יש לכם שני דיונים, אני אהיה רק בדיון אחד אתכם. אנחנו נתקדם. ",רווחה,0.53356963
