QuoteText,Topic,Topic_Prob
"תודה, כבוד היושב-ראש. על רקע הפגיעה המתמשכת בשכר המורים והמורות, שכמעט הביאה לשביתה השבוע, שנמנעה במאמצים של משרד החינוך – ושלא בצדק, אני חייבת לומר – אבקש לשאול:",קורונה,0.5508442
"לקריאה ראשונה, מטעם הממשלה, הצעת חוק סמכויות מיוחדות להתמודדות עם נגיף הקורונה החדש (הוראת שעה) (תיקון מס' 2), התשפ""א–2020.",קורונה,0.8041086
" << נושא >> הצעת חוק התוכנית לסיוע כלכלי (נגיף הקורונה החדש) (הוראת שעה) (תיקון), התשפ""א–2020 << נושא >>   ",קורונה,0.7537013
"לפני כשנה, בחודש יוני 2014, אישרה הכנסת שני תיקוני חקיקה. האחד, תכנון לחוק נכי רדיפות הנאצים, שנדון בוועדה שלנו והשני תיקון לחוק הטבות לניצולי שואה, שנדון בוועדת העבודה, הרווחה והבריאות. ",קורונה,0.5129078
"אולי נתחיל דווקא מהמהות. תמ""א 13 היא כזאת ששמה הרבה מאוד הגנות על החופים, ובטח בין הגורמים האזרחיים שנמצאים כאן יש שיגידו שלא מספיק. יש בה איזונים מסוימים בין... הייתה לנו שיחה מקדימה ודיברנו על השימושים השונים שצריכים להיות בחוף ובקרבת החוף. יכולים להיות בינינו חילוקי דעות האם במצב הקיים יש מספיק הגנות או לא, אבל בטח שלבטל את כל ההגנות האלה בצורה כל כך גורפת, גם מבחינת הרצועה הקרובה לחוף וגם מבחינת המעטפת, האזור שעוטף את החוף, זה דבר שיוצר סכנה מידית וממשית של התנקשות במשאב הציבורי החשוב הזה, שצריך להיות פתוח. ",קורונה,0.8762568
"בסעיף 1, בהגדרה ""קופת גמל"", ""קופת גמל לתגמולים"", ""קופת גמל לפיצויים"", ""קופת גמל לקצבה"", ""קופת גמל לא משלמת לקצבה"", ""קרן השתלמות"", ""קרן ותיקה"", ""קופת ביטוח"" ו""תכנית ביטוח"", במקום ""קופת גמל לא משלמת לקצבה"" יבוא ""קופת גמל לחיסכון"".",קורונה,0.97039133
"היום ה-8 בנובמבר 2015, כ""ו בחשון התשע""ו, השעה 15:10 ואני פותח את ישיבת ועדת העבודה, הרווחה והבריאות.",קורונה,0.89205694
"נודע לנו שהיית בדרכך ליועץ המשפטי של הכנסת. אני רוצה להבין האם בהיעדר תקציב הביטחון – זאת אומרת, שהצביעו נגדו – אנחנו יכולים, חוקית, לדון בתקציב המדינה ולגדר אותו? מה המצב המשפטי? אלא אם כן אדוני הלך לנושאים שהם נושאים אחרים, הייתי שמח לשמוע עליהם. ",קורונה,0.55615395
"בוקר טוב. אני מתכבד לפתוח את ישיבת ועדת הפנים מהיום, ט""ז בטבת תשע""ו, ואנחנו עסוקים בנושא מועצת בתי העלמין תל רגב. הכותרת פה היא טיפול המשטרה בהתנכלות ליושב ראש המועצה ואני רוצה שלא נתעסק רק במשטרה, נתעסק במכלול. המכלול, למיטב הבנתי, ממה שעברתי על החומר קודם, מתנהל בשני מישורים, האחד זה מה קורה בבית העלמין עצמו, ושתיים זה מה קורה עם יושב ראש מועצת בתי העלמין והאיומים עליו באופן אישי. גם פה נלך בשני צירים. ציר אחד הוא הציר המבצעי, עד כמה שאפשר יהיה לפרט ונצטרך להתרשם האם, בעיקר המשטרה, אבל בכלל מערכת הביטחון, עושה את מה שהיא צריכה לעשות כדי לטפל בזה, והמישור השני הוא המישור הכספי, מי אמור לשלם את כל סוגיית האבטחה, גם בבית העלמין ויותר מזה, על יושב ראש המועצה. אנחנו ניתן ליושב ראש המועצה לפתוח כמה דקות בתמונת המצב מהזווית שלו ואז נתקדם. ",קורונה,0.799238
"היום ה-28 בדצמבר 2015, ט""ז בטבת התשע""ו והשעה 10:37. אנחנו פותחים דיון בהצעת חוק לחלוקת חיסכון פנסיוני בין בני זוג שנפרדו. ההצעה הובאה על ידי חברי הכנסת מרב מיכאלי שנוכחת, על ידי חברת הכנסת זהבה גלאון שלא נוכחת ועל ידי חבר הכנסת אלי אלאלוף שגם הוא נוכח.",קורונה,0.5645255
"הרגשות של כל אחד מאתנו לשואה, ולא חשוב מהיכן הוא בא, הם אמיתיים, הם מאוד רגישים אבל הם חלק אינטגרלי של מחשבותינו, של החינוך האישי של כל אחד מאתנו. בוודאי כמי שהייתה לו הזכות גם לגדול במדינה ערבית, במרוקו, הרגשנו כל הזמן שמה שההורים שלנו סבלו, נלקח בתודעה ההיסטורית של עם ישראל ותושבי ישראל.",קורונה,0.7998515
"אני מתכבד לפתוח את ישיבת ועדת הכנסת. בקשת יושב-ראש ועדת הכספים להקדמת הדיון בהצעת חוק לתיקון פקודת מס הכנסה (מס' 217), התשע""ו-2015 לפני הקריאה השנייה והשלישית. זה מס חברות. נכון? ",קורונה,0.9261475
"תודה. אנחנו ממשיכים עם התקנות. אני מזכיר שסדר הדיון הוא כדלקמן: אנחנו נקריא. אני לא חוזר ופותח דיונים במה שכבר דנו בעבר. אנחנו מסיימים סעיף ולאחר שמסיימים אותו, אם יש הערות והתייחסויות – אני אשמח להן אבל לא באמצע ההקראה.",קורונה,0.7213346
"תודה. צהרים טובים. אני מודה ליושב ראש הוועדה על שנענה לבקשתי, בקשתנו, לקיים את הדיון. בפתח הדיון אני צריך להודות גם לכל צוות תכנית ""המערכת"". אני מודה משום שעל פניו הנושאים שקשורים לדת ומדינה, אלה נושאים שהציבור כבר התייאש מהם והבין שהמערכת הפוליטית לא תפתור אותם. הבעיה שלי, של הייאוש, היא שאנשים פשוט לא עוזבים את הרבנות אלא עוזבים את היהדות. החובה שלנו היא לנתק, לעשות כל מה שאנחנו יכולים לעשות, בין מה שלצערי הרב דבק במערכת הכשרות – מילה שלצערי הפכה כמעט מילה נרדפת לשחיתות – אותה אתה פוגש בכל המערכים, בבתי המלון, במסעדות, בבתי הקפה, באלה שיש להם כשרות ובאלה שאין להם כשרות.",קורונה,0.6189345
"השר ממונה על ביצוע הוראות חוק זה והוא רשאי  באישור ועדת הפנים והגנת הסביבה להתקין תקנות לביצועו""",קורונה,0.51978475
"הנושא שנדון בו היום – חדרי מיון (מלרד""ים) של בי ה חולים הכלליים – היעדר תקינה סדורה – דו""ח מבקר המדינה 60 ב'. זה דיון שני.",קורונה,0.53356856
"שלום. אני מתכבד לפתוח את ישיבת ועדת החינוך, התרבות והספורט של הכנסת. 11 בינואר 2016, א' בשבט תשע""ו, הנושא על סדר היום הוא התבטאויות חריפות של מרצים באקדמיה נגד נבחרי ציבור ונגד סטודנטים, של חבר הכנסת מרדכי יוגב. המציעה השנייה, התבטאויות חריפות של מרצים באקדמיה הישראלית נגד חברי ציבור ונגד סטודנטים, חברת הכנסת שרן השכל, והמציע השלישי, האיום על מרצים באקדמיה בגין התבטאויות, של חבר הכנסת ג'מאל זחאלקה. ",קורונה,0.50107086
"אתה יודע שפעם היה כתוב ""לעדת המערבים"" חברת קדישא לעדת המערבים. הייתי ילד בירושלים ואחר כך שמעתי שהמערב זה אירופה ושהמערבים זה המוגרבים. מגלב וזה מערב, לא ידעתי אז איך יכול להיות שדווקא המוגרבים הם המערבים והמערבים הם מזרחיים כי האירופים היו מזרח אירופה, יהודי מזרח אירופה. הסבירו לי שזה תלוי איפה אתה נמצא. כשאתה נמצא בארץ ישראל אז מגרב זה מערב, עירק זה מזרח ומרוקו מגרב זה מערב. כשאתה מדבר לעומת אירופה, אז אירופה במערב. אני לא יודע מתי הפכו הצפון אפריקאים למזרחיים כי למעשה הם בכל מקרה מערבים, אם כי כשסופרים מארץ ישראל, אבל זה היה שיעור בגיאוגרפיה.",קורונה,0.68382895
