QuoteText,Topic,Topic_Prob
"אבקש מחברי הכנסת ומהקהל, האורחים, לכבד את יושב-ראש הכנסת ואת הנשיא בקימה. נא לקום. כבוד הנשיא!",נשים,0.7030003
"הנושא הראשון: שאילתות דחופות. אני מזמין את סגן שר החינוך חבר הכנסת מאיר פרוש להשיב על שאילתה דחופה מס' 389, של חבר הכנסת טלב אבו עראר. חבר הכנסת טלב אבו עראר, בבקשה – היעדר בית ספר חקלאי לבדואים בנגב. בבקשה. ",נשים,0.5074713
"אני רק מזכיר לחברי הכנסת את חוות הדעת של היועץ המשפטי לכנסת. יושב-ראש הוועדה המסדרת אוטומטית מגיע מסיעתו של אותו חבר כנסת שנשיא המדינה הטיל עליו את הרכבת הממשלה. אם נגיע למצב שיוטל – או תוטל, ליתר דיוק – הרכבת הממשלה על חבר כנסת אחר, זה ידרוש מאיתנו גם חילופים בראשות הוועדה המסדרת, אבל כרגע – חבר הכנסת מיקי מכלוף זוהר, יושב-ראש הוועדה המיועד, בבקשה, נא למסור לנו את הרכב הוועדה המסדרת. ",נשים,0.5979069
"תודה רבה, אדוני היושב ראש. קודם כל תודה לוועדה על היוזמה של הדיון הזה. באמת כמו שציינת הנושא נדון גם בוועדת הסמים של הכנסת, שאני מניחה ששם הוא יידון באופן יותר מפורט ותכוף. ",נשים,0.5252132
בוקר טוב לכולם. אני פותחת את הישיבה של הוועדה לקידום מעמד האישה ולשוויון מגדרי. הנושא – יחסה של מערכת המשפט לנפגעות תקיפה מינית. ,נשים,0.8439014
"יש הוראה נוספת, שהמתקשר בהתקשרות עם אומן חב כלפיו בחיוב אמון, שזה מכניס כל מיני חובות של המפיק, אמרגן וכו' כלפי האומן. ",נשים,0.7296379
"הבת, שמה לינדה, היא נפגעה, הייתה יומיים בטיפול נמרץ והלכה לעולמה. לצערנו. האבא משברון לב בחול המועד סוכות, משהו כמו תשעה חודשים לאחר המקרה, הלך לעולמו גם. נותרה כרגע האישה ניצולת שואה בודדה בעולם, לא בעל ולא ילדה. בדירה הצמודה גרה משפחת טופן. כל המשפחה נהרגה בפיצוץ. זה לא שלושה אנשים, זה זוג עם ילד והאמא הייתה בהריון. לדידי זה ארבעה שהלכו לעולמם. זאת אומרת במקום הזה, עם מקס שוורץ שנפטר משברון לב, הלכו שישה אנשים וזה נורא ואיום. ",נשים,0.9597178
"אני עובר לשם החוק. הצעת חוק התכנית הכלכלית (תיקוני חקיקה ליישום המדיניות הכלכלית לשנות התקציב 2015 ו-2016), התשע""ה-2015.",נשים,0.6909637
"	בישיבה האחרונה אנחנו הגענו למצב מוזר שבו צה""ל הציג, הביא תכנית סדורה, האוצר לא קיבל פניה תקציבית ואדוני מהמל""ל (המועצה לביטחון לאומי) לא גיבש עדיין תכנית. אני רוצה לדעת מה התקדם מאז. בבקשה, נתחיל אתך. מה התקדם?",נשים,0.75562894
"אנחנו היום למעשה בישיבת המשך לשתי ישיבות שערכנו כאן בוועדה ובסיור באזור תל אביב, שבהן עסקנו בנושא האכיפה והיישום של חוק החומרים המסכנים. לצופים בבית, למרות שכל היושבים כאן בוודאי מכירים היטב את החומר, אני רק אגיד שבעצם אנחנו עוסקים כאן בסוגית מה שידוע בציבור בשם סמי הפיצוציות או הסמים הסינטטיים, שבמשך כמה שנים אפשר להגיד הפכו למכת מדינה ורשויות המדינה עמדו ככה דֶי, הייתי אומרת בהשתהות, או בחוסר אונים – איך אפשר לטפל בתופעה, ולפני כשנה וחצי שנתיים - - -",נשים,0.6814268
"בשנת 1996 נחקק חוק שאמור היה להסדיר את הנושא. עם זאת, לצערנו, כמעט 20 שנה אחרי, התחום הזה הוא עדיין מאד מאד בעייתי. יש אנשים שנאלצים לקבור את יקיריהם רחוק ממקום מגוריהם וזאת רק מפני שיש 16 בתי עלמין בהם ניתן לקבור קבורה אזרחית. אנשים שצריכים לשלם לא מעט כסף, או יותר נכון הרבה מאד כסף, על מנת לקבור את יקיריהם יותר קרוב. ובאמת, תסלחו לי על התיאורים הגרפיים, אבל אפילו החברה שמסדירה את הקבורה היהודית מסרבת לנקות ולהכין לקבורה את אותם יקירים והמשפחות נאלצות לעשות זאת בעצמם.",נשים,0.5328862
"רק להבהרה – בדרך כלל התקנות האלה מאושרות בכל שנה מחדש, או בכל כמה שנים. עד היום האופן שבו נכתבו התקנות, הנוסח היה כך שהם תיקנו את תקנות מס הכנסה (תיאומים בשל אינפלציה)(שיעורי פחת),(תיקון מס' 3). משנת 89 ועד, בעצם, 2013. עכשיו, בעצם, ממה שאני מבינה, הבאתם את זה כנוסח נפרד, רק מבחינה טכנית. זאת אומרת, אין שינוי מבחינה מהותית. ",נשים,0.70336115
"בהקשר של הניצולי שואה אנחנו הבנו מהרפרנטים את הדחיפות של העניין, מכל מיני סיבות טכניות ולא טכניות, אבל לגבי רווחה, שאנחנו מאפשרים להעלות מתוך אחריות וידיעה והבנה של חלק מהגופים שמקבלים את הכסף, אבל הדבר הזה לא עונה על הנוהל. היה אפשר להגיש את זה לפני כן. הדרך שבה זה מתנהל היא איומה, וכדי שהעמותות האלה, ולא רק העמותות - - ",נשים,0.53198266
"להזכיר לחברים שיושבים פה בשולחן וגם לגורמים הרלבנטיים שלא יושבים פה בשולחן, במשפט אחד, כדי שנוכל להתחיל את הדיון הענייני. הוועדה הזו היא ועדה שיש לה שיניים. יש לה אפשרות לייצר מאבקים שהם מעבר למאבקים פרלמנטאריים, גם מאבקים שלטוניים כנגד הרעיון הזה. ולמי שימצא לנכון לזלזל במסקנות הוועדה או להתעלם מהן, ייקח בחשבון שלא אני ולא חברי למאבק, חבר הכנסת שמולי, נשב מן הצד ונתבונן, אלא נצא למאבק עיקש למען אוהדי הכדורגל.",נשים,0.7952468
"שלום לכולם. אני מתכבד לפתוח את הישיבה. הנושא שלנו היום הוא תקנות התגוננות אזרחית (התאמות נגישות במקלטים), התשע""ו-2015. נדמה לי שזה נוסח טחון.",נשים,0.5067865
