,NonStopwordsQuoteText,Topic,Topic_Prob,TopicWords,Batch
2380,ברשותכם פותחת מיגור תופעת שכחת ברכב כסיכום רווי דיונים בדרגים המקצועיים יחד נציגות הגננות והמעונות בניסיון ללבן הדברים ולראות מוצאים שתהיה ונכונה בסופו מהמאמץ מתכנסים כהמשך ישיר החירום שקיימנו מתכוונים תכנית אומרת הדיונים ההתלבטות ואולי יישארו פינות שעוד נרצה לקשור שהדברים שיהיו מדויקים ובאמת ייצאו מפה בהרגשה שהדברים ברורים שכולנו נצא כשהדברים ברורים נוכל לשתף פעולה,קורונה,0.98305,"('0.011*""הבריאות"" + 0.006*""החולים"" + 0.005*""הדברים"" + 0.004*""צריכים"" + 0.004*""חולים"" + 0.004*""הקורונה"" + 0.004*""הציבור"" + 0.004*""בתי"" + 0.003*""בתחום"" + 0.003*""שצריך""',)",1
8954,חייב לציין ושיתפתי חברים והדברים נאמרו חוזר עליהם בפומבי שרק כשבועיים ימים גורמי השונים תרגלו תרחיש הסוג הופעת וריאנט מקדם הדבקה גבוה ושעלול להציב איום יעילות החיסונים שהממשלה התכוננה לתרחיש שהצעדים האפשריים הצעדים שנידונים תוכננו בעקבות התרגיל שחלק מהתקנות וההכרזות עוסקים בהם ובוודאי שנעסוק בהם בימים הקרובים להתפתחויות נשענות ממצאי תרגיל,קורונה,0.98138016,"('0.011*""הבריאות"" + 0.006*""החולים"" + 0.005*""הדברים"" + 0.004*""צריכים"" + 0.004*""חולים"" + 0.004*""הקורונה"" + 0.004*""הציבור"" + 0.004*""בתי"" + 0.003*""בתחום"" + 0.003*""שצריך""',)",1
267,בתקופת שיא וחשש לקראת החמרה במצב נצליח לצלוח הגל מאחוריו מחכה שגרת קורונה לשגרת הקורונה שירותי בתי הסוהר להיערך ולתת פתרונות ארוכי טווח נצטרך להתמודד בשנה הקרובה אי-אפשר שבשנה הקרובה פגיעה כל-כך חמורה וארוכה בזכויות בסיסיות אסירים זכות לחופשות זכות לביקורים ולהתייעצויות עורכי-דין צורך בפתרון אמיתי ותכנית מתכללת,קורונה,0.9802424,"('0.011*""הבריאות"" + 0.006*""החולים"" + 0.005*""הדברים"" + 0.004*""צריכים"" + 0.004*""חולים"" + 0.004*""הקורונה"" + 0.004*""הציבור"" + 0.004*""בתי"" + 0.003*""בתחום"" + 0.003*""שצריך""',)",1
105,שרשרת ההדבקה ברורה הסוף קיימת הערכה שאחד העובדים הלא מחוסנים שהתחיל שרשרת ההדבקה בחדר כושר הסברות התווך שבעה ימים לבדיקת PCR לצמצם למספר ימים שלושה ימים נטו מבדיקת ה-PCR סך הכול ארבעה ימים שנמסר במסמך שלושה ימים סך הכול כלומר מחוסנים שנדרשים לבדיקת PCR,קורונה,0.978508,"('0.011*""הבריאות"" + 0.006*""החולים"" + 0.005*""הדברים"" + 0.004*""צריכים"" + 0.004*""חולים"" + 0.004*""הקורונה"" + 0.004*""הציבור"" + 0.004*""בתי"" + 0.003*""בתחום"" + 0.003*""שצריך""',)",1
6818,מודה השיתוף מבקשת ומעודדת להעלות כלפינו הידע שמגיע מכם בלעדיכם מקור הידע מבחינת הנושאים כללי אומרת לטווח רחוק הדברים חייבים מודעים אליהם מבחינת הנושאים הדחופים החירום דחיתי מתוכנן לוועדה כיוון שהנושא תוכנית הילה הפך חירומי חייב להעלות מיד להציף השולחן וכך עשיתי,קורונה,0.97756034,"('0.011*""הבריאות"" + 0.006*""החולים"" + 0.005*""הדברים"" + 0.004*""צריכים"" + 0.004*""חולים"" + 0.004*""הקורונה"" + 0.004*""הציבור"" + 0.004*""בתי"" + 0.003*""בתחום"" + 0.003*""שצריך""',)",1
11569,רב החוקה ומשפט ארבעה נושאים הכרזת סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת בידוד שנכנס לישראל בנסיבות מיוחדותתיקון 5; סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת פעילות במקומות עבודהתיקון 7; סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הידוק הגבלותתיקון 4; סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת שעההידוק הגבלותתיקון 2 התשפא-2021,קורונה,0.97599876,"('0.018*""הפנים"" + 0.018*""הקורונה"" + 0.017*""הוראת"" + 0.014*""הסביבה"" + 0.013*""והגנת"" + 0.012*""נגיף"" + 0.011*""החוקה"" + 0.010*""המשפטי"" + 0.010*""לחוק"" + 0.010*""סמכויות""',)",1
7483,ובוקר שמי עמיחי שיקלי מפקד פלוגת צנחנים במילואים מזמן סטודנט מייצג החיילים וחיילים רבים שנמצאים במסגרת שירות המילואים כסטודנטים לשקף המצב בשטח החוויה כמפ באתי לפה לאיזו מחאה התנגחות במלג נתפש כאויב אויב מעבר לגבול מטרתנו ניצחון במלחמה ותו,קורונה,0.97574186,"('0.011*""הבריאות"" + 0.006*""החולים"" + 0.005*""הדברים"" + 0.004*""צריכים"" + 0.004*""חולים"" + 0.004*""הקורונה"" + 0.004*""הציבור"" + 0.004*""בתי"" + 0.003*""בתחום"" + 0.003*""שצריך""',)",1
2956,להשתתף בצערם משפחות השוטרים האיל סתאווי וכמיל שאנן שנרצחו בשבוע בהר הבית והוועדה דנה שהדיון נעשה מטפלת הדרוזים מילה שהאסון ומעשה הטרור הנפשע מחזק בנו הרגשות שבאמת צריכים להוביל לפתרון ולזירוז תהליכים שבעניין שמים הדגש,קורונה,0.9727589,"('0.011*""הבריאות"" + 0.006*""החולים"" + 0.005*""הדברים"" + 0.004*""צריכים"" + 0.004*""חולים"" + 0.004*""הקורונה"" + 0.004*""הציבור"" + 0.004*""בתי"" + 0.003*""בתחום"" + 0.003*""שצריך""',)",1
12466,הבוקר נדון בתקנות הכרזת סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת בידוד בפיקוח טכנולוגי 4 התשפב-2021 ובתקנות סמכויות מיוחדות להתמודדות נגיף הקורונה הוראת הגבלת פעילות ציבורי עסקי והוראות נוספות 11 התשפב-2021 התקנות המרכזיות התו הירוק,קורונה,0.97256845,"('0.018*""הפנים"" + 0.018*""הקורונה"" + 0.017*""הוראת"" + 0.014*""הסביבה"" + 0.013*""והגנת"" + 0.012*""נגיף"" + 0.011*""החוקה"" + 0.010*""המשפטי"" + 0.010*""לחוק"" + 0.010*""סמכויות""',)",1
4595,ברשותכם הבוקר להעלות זכרו הרב אהרון לייב שטיינמן להקריא שאמרתי מילים לזכרו הבוקר נלקח לבית עולמו המנהיג המרכזי הזרם הליטאי במגזר החרדי הרב אהרון לייב שטיינמן 104 במותו פטירתם הרב שך והרב אלישיב הפך לסמכות הרוחנית העליונה במגזר החרדי הרב שטיינמן תלמיד חכם עצום ומידת הענווה בולטת באישיותו מעשיו והילוכו יהודי באשר בסוגיות רגישות הצליח הרב ברגישות להנחית ערכיו העניק הסכמה שבשתיקה להקמת הנחל החרדי בצהל ואף אישר הקמת מקומות לנשים בתחום ההייטק בערים החרדיות ועודד תעסוקת נשים חרדיות הרב שטיינמן דמות מתונה הגיוס לצבא והוביל קו פשרני שהורה לתלמידיו להתייצב בלשכות הגיוס וחתימה דחייה ואסר עליהם לקיים הפגנות,קורונה,0.972158,"('0.011*""הבריאות"" + 0.006*""החולים"" + 0.005*""הדברים"" + 0.004*""צריכים"" + 0.004*""חולים"" + 0.004*""הקורונה"" + 0.004*""הציבור"" + 0.004*""בתי"" + 0.003*""בתחום"" + 0.003*""שצריך""',)",1
