QuoteText,Topic,Topic_Prob
בוועדה אנחנו עסוקים בחידושים הטכנולוגיים ובהתפתחויות הטכנולוגיות. אנחנו גם עוקבים אחר הדברים שנעשים כדי להגן על הפרט. אתם יודעים שהנושאים האלה דורשים מאיתנו מאמצים רבים מאוד וגם המדינה משקיעה בזה רבות. בחלקים מסוימים בתחום אנחנו מובילים בנושא. ,עולים,0.63631713
"בוקר טוב לכולם. אנחנו שמחים לארח את ועדת העלייה והקליטה של הכנסת בקדנציה הזו בסיור ראשון במרכזי הקליטה. נמצאים איתנו חברי הכנסת אברהם נגוסה, יושב ראש ועדת העלייה והקליטה, שמכיר את הנושא מבפנים ומבחוץ, וקודמו בתפקיד, חבר הכנסת יואל, קודם כל קפטן נבחרת ישראל בג'ודו. ",עולים,0.91571546
"אני עובר לסעיף האחרון בסדר-היום – חילופי מידע עם רשויות מס זרות, פרק ה', סעיף 13, 14 ו-15. קיימנו את הדיון בסעיף הזה וביקשנו להגיע להסכמה. עלו שתי בעיות, אני חושב שהמרכזית שבהן זה מה עושים עם המדינה שמבקשת את הפרטים על אותו אזרח ישראלי כשמבקשים את המידע לגביו. אמרנו שמדובר על אזרח ישראלי, ואחרי דיון ארוך הגענו למסקנה שאי-אפשר לעצור את הדבר הזה, אבל הסיכום היה שאנחנו נבקש במסגרת הפנייה של אותה מדינה – נשאל האם יש מניעה ליידע את זה שהמידע מבוקש לגביו. אם המדינה אומרת שלא, לא מיידעים אותו. המציאות הזאת סוגרת כמעט את כל המקרים, שלא יידעו את זה שפונים לגביו. ",עולים,0.6094819
"תראו, הדיון כאן היום הוא בעיני דיון חשוב מאין כמוהו. ארגון נכי צה""ל, שהוא הארגון היציג היחיד של אנשים שבאמת הקדישו את חייהם ונפגעו לטובת אזרחי מדינת ישראל וביטחון המדינה, קם להם ארגון יציג שהדבר הוא כמובן מבורך. המטרה של הארגון היציג היא סיוע בהליכי הכרה בזכויות ובהליך השיקום. הפעילות היא פעילות מבורכת מאין כמותה. ",עולים,0.7855956
"יש פה משהו מאוד בריא, אתם גם רואים, אנחנו המרכז הטיפולי, אני חושב היחידי שאין בו גדרות ואין חומות ואין שומרים. תיכף נסביר מי האוכלוסייה, תראו כמה זה מורכב. אתם מבינים שיש פה אנשים אחרי ניסיונות אובדניים, יש פה אנשים פסיכוטיים, פרנואידיים, כל מה שאתם רוצים, תראו את המקום, זה חלק מאוד מאוד מאוד משמעותי מהתפיסה הטיפולית. נעשה רק סיבוב קצר, נראה לכם ונחזור להציג את הדברים בצורה מסודרת. ",עולים,0.79393095
"צהריים טובים לכולם. אני, ברשותכם, מבקשת לפתוח את דיון הוועדה. אנחנו היום בדיון שאני מודעת למורכבות שלו ועד כמה הוא טעון. המטרה שלנו היום בקיום השיח היא בעצם לפתוח דיון אמיתי, שבו אנחנו נוכל לשמוע את מיגוון הדעות ומיגוון התפיסות, ויהיה פה מקום לכולם, כדי שכשאחר כך אנחנו מנהלים את השיח בעד או נגד, אנחנו נעשה את זה ממקום שבו שמענו את הצדדים השונים, ואנחנו יכולים לקבל איזושהי החלטה או איזושהי תובנה שהיא אמיתית, פחות פופוליסטית, שהיא לטובת כולם. ",עולים,0.78445643
" אני עובדת בשני תפקידים. אני עובדת סוציאלית לסדרי דין, כלומר, פקידת סעד לסדרי דין ומנהלת מרכז הקשר בקריית ביאליק. אני רוצה לספר על מטופל שעדיין מטופל אצלי, אדם שטופל לפני שנתיים אצלי במשך חצי שנה, השתולל במרכז הקשר, פגע בתפקוד של מרכז הקשר, בעצת משרד הרווחה הוא הורחק ממרכז הקשר בקרית ביאליק. אני רוצה להדגיש שמרכזי הקשר אינם מחליטים מי האנשים שנמצאים אצלם. אנחנו מקבלים הפניות מבתי המשפט, מתוך המלצה של פקידי הסעד. ",עולים,0.6115696
"כידוע, תמיד אנחנו, הוותיקים – נקרא לזה, תסלחו לי, גם אני נקרא עדיין עולה, עליתי בגיל שנתיים, אנחנו מדינה שתמיד תקלוט ואני תמיד אומר שגם עוד שבעים שנה נהיה קולטי עלייה ונהיה עולים, אז כוותיקים אנחנו התייחסנו כך: מה זה, העלייה הזו? כולם אינג'נרים, כולם זה וכולם זה. ",עולים,0.64495057
"כל תנאי השכר, ואני חושב שזה צעד מאד מבורך. הוועדה הציעה את זה גם ליושב ראש. אמרנו שקיבלנו מנדט רק לגבי חברי הכנסת, אבל צריך לעשות את זה לגבי כולם. ",עולים,0.68977976
"אני פותח את ישיבת ועדת העבודה, הרווחה והבריאות. ברוכים הבאים הסטודנטים מהאוניברסיטה העברית, בהצלחה בלימודים. תודה שבאתם. אנחנו שמחים לראות כאן סטודנטים.",עולים,0.6710286
"שלום לכולם, לכל הנמצאים כאן ולכל הצופים. אנחנו דנים היום בפניות ציבור בנוגע לסגירת סניפים וצמצום שירותים ללקוחות בבנקים. לכאורה זה ממש נשמע דבר בלתי סביר, שבעידן של ההתפתחות הכלכלית והטכנולוגית, שהכול יותר נגיש והכול יותר מצוי לכלל האזרחים ולכלל הצרכנים, בכלל נצטרך לדון על נושא כזה, כי זה נושא עסקי. אני מבין שנמצאת פה המפקחת על הבנקים, הגב' חדוה בר, אני מבין שאין לפיקוח על הבנקים איזה שהוא כוח להגיד לבנק כמה סניפים הוא יפתח וכמה הוא לא יפתח. הבסיס של זה הוא שזה עסקי. קשה להאמין שיש מצב, בגלל ההתפתחות הטכנולוגית הזאת, שיש פחות סניפים ופחות פקידים ופחות שירותים במקומות שאנשים צריכים אותם. ",עולים,0.7422985
"כפי שחלקכם מן הסתם יודע שהקיצוץ הזה נדרש גם לאור הצורך להגדיל את תקציב משרד החינוך כדי לעמוד בהסכמים הקואליציוניים שהופנו להגדלת תקציב הישיבות ב-500 מיליון שקל וליישום תכניתו של שר החינוך בנט להפחתת הצפיפות בכיתות ותוספת סייעת לגני הילדים, בוודאי דבר שאנחנו פה כולנו מברכים עליו. ",עולים,0.8667067
"מי מתקצב את צח""י. חברת הכנסת אורלי לוי, אחת הסוגיות המורכבות ביותר, יש החלטות ממשלה, מעבר לזה אין שום דבר שהוא הסדרה מסודרת. תפקידי צח""י והרכבו, הכשרתו, בואו נחכה - - -",עולים,0.79324484
"כפי שאמרתי לגבי הנושא של אקוסטיקה, לפני מספר חודשים התפרסם תקן ישראלי שעוסק בעיקר בנושא אקוסטיקה ולאו דווקא בהיבט הספציפי של התאמות נגישות לאנשים עם מוגבלות כמו ת""י 1918 בכללותו. המגמה שלנו, וזה כרגע לפני שגיבשנו סופית, ככל הנראה כן להפנות לתקן שהוא תקן כללי והוא גם הגיוני כהפניה כי אקוסטיקה נדרשת גם לאנשים ללא מוגבלות.",עולים,0.971131
"אני אומֵר כך: מקצוע ההוראה בעיני רבים נתפס כמקצוע עם שליחות, מקצוע שיש בו הגשמה עצמית, ויש גם מניעים אחרים, פרקטיים אחרים ובצדק, צריך שיהיו אבל, עדיין בקרב נתח גדול – וזה מופיע גם בסקרים ומחקרים, מקצוע ההוראה עדיין נתפס באחוזים רבים, לרוב, כמקצוע עם שליחות, מניעים פילנטרופיים ואני אומר לכם איפה אני נמצא בקטע הזה, אני מאלה שמצדיעים למדינה שלנו, הצעירה, בת השבעים, שהגיעה להישגים רבים, עברה שינויים רבים, יש מקצועות שעברו ""מתיחות פנים"" ושונו לבלתי הכר, מי שלמד פעם מקצוע איקס ולומד אותו היום אז זה משהו אחר לגמרי. בשנים האחרונות גם מעזים ומשנים את ההגדרה של בעל המקצוע, בגלל השינויים שנעשו בתחום המקצועי. ",עולים,0.8978531
