QuoteText,Topic,Topic_Prob
"ברשותכם, נפתח במצגת של משרד האוצר ומשרד הבריאות. בוקר טוב והתחלת עבודה טובה. שירה גרינברג, בבקשה. ",בטחון,0.58815515
"המשמעות היא שחברי הכנסת מקבלים את נוסחי החקיקה הראשית, את חקיקת המשנה ואת המסמכים של מרכז המחקר והמידע ומסמכים נוספים על-גבי טבלטים שמונחים ברוב המקרים בפני חברי הכנסת. ",בטחון,0.59704787
"אני רוצה, ברשותכם, להגיש רשימה חדשה. היום הוספתי שני שמות לרשימה. הוספתי לרשימה את השם שלי, שלא היה, ועובד אחד שהיה עובד ופרש לגמלאות, והוספתי אותו לגמלאים. ",בטחון,0.88132787
"כפי שידוע לכם, אנחנו כבר בסוף התהליך. היתה בקשה של ועדת הכנסת, הוועדה הציבורית השיבה, השבנו לוועדה הציבוריות והיא השיבה חזרה. הם ביקשו להופיע וכמובן כיבדתי את זה. אני רוצה להגיד שגם בהחלטתם לא ראיתי לא נגד ולא בעד, מה שאתם המלצתם זה שנעשה בדיקה ארגונית. בבקשה. ",בטחון,0.89075696
אנחנו פותחים את הישיבה שלו הוועדה לפניות הציבור לגבי פניות בעניין עיכוב במתן תוצאות מבחני הרבנות וההסמכה לדיינות. ,בטחון,0.5464904
"בוקר טוב לכולם. אני חושב שכבר אין חולקין במדינתנו על חשיבות קידום הביטחון האנרגטי. אך צריך לומר כבר בתחילת הדברים, שהחלטות ממשלה לחוד, ומדיניות לחוד, שלא נדבר על ביצוע, שהוא לגמרי כמעט בלתי-אפשרי, אם לא בלתי-אפשרי, בין החלטות הממשלה ולמדיניות. שבע שנים לאחר החלטת ממשלה בנושא ייצור אנרגיה ממקורות מתחדשים, יותר משנה לאחר אישור תמ""א 10/ד/12 להקמת טורבינות רוח, לא מוקמות – ואשמח אם יתקנו אותי – אבל לא מוקמות טורבינות רוח קטנות ובינוניות.  אני רוצה להדגיש בתחילת דבריי, שאין הדיון או בקשת הדיון המהיר עוסקים בטורבינות רוח גדולות.",בטחון,0.6002262
"אני אומר, אני חושבת שהדיון, מעבר לעובדה שאנחנו דנים במסגרת יום מיוחד, הוא מאד אקטואלי. אנחנו נמצאים בעונת החורף, העונה שבה חדרי המיון הם מצרך נדרש. החשיבות של חדרי המיון היא גבוהה מאד במצבי חירום, ולאחרונה גם התבשרנו שהשפעת באה לבקר אותנו.",בטחון,0.6440494
"אני רק רוצה להדגיש שבדיון האחרון הדרישה או הבקשה הגיעה דווקא מראשי המגזר כדי לאסוף את הנשק ולפעול באכיפה בתוך היישובים הערבים, בגלל שבסך הכל גם הם עצמם מרגישים, חלק גדול מהאזרחים הטובים שם מרגישים מאוימים, ואמר פה מי שאמר, כשאנחנו לא עוצרים את זה שם, אז זה גולש גם למגזרים, לכל המדינה.",בטחון,0.7721074
"אנחנו  מבקשים לעדכן את המחזורים בהתאם לגובה המדד, מה שאומר שמדובר בהטבה. אנחנו מגדילים את המחזור, זה אומר שהחבות אינה לגבי הנישום שאמור לנכות.  ",בטחון,0.9348936
"יחד עם זאת, וזה נוגע גם להצעה לסדר וגם לנושא הדיון, ואאפשר לחברים שהגישו את ההצעה לסדר, גם לחברתי חברת הכנסת עליזה לביא וגם לחברי חבר הכנסת אייכלר שהיה בסיור לפתוח, אני רוצה לתת כותרת. לא באנו להכריע בשאלה מי כאן צודק, או מי זה שצריך לתת את ההסברים. זה לא תפקידנו, אין לנו את הכלים, וקל וחומר אחרי הסיור שערכנו. ",בטחון,0.71814513
"אני רוצה להגיד גם לתכניות הבאות, כדי למנוע את הטעויות של העבר אנחנו נמשיך לעשות דיוני מעקב כל שלושה חודשים. כל שלושה חודשים הוועדה רוצה לקבל את זה ולכן כל משרד צריך להיות מוכן כל שלושה חודשים להגיע לפה לתת לנו דין וחשבון, איפה הגיע, מה ההצלחה, מה הבעיות שנתקלתם. אנחנו רוצים לעבוד בשיתוף פעולה איתכם. ",בטחון,0.79235864
"אדוני היושב ראש, אני מתנצל, אבל אצלנו הכפילות הזו קיימת לעתים קרובות והדילוגים קצת מקשים - - -",בטחון,0.7952649
"נושא אחד זה הגבלה על רישיון נהיגה לחייבים בהוצאה לפועל. יש חוק שאומר שאסור לשלול את הרישיון מאדם שזאת פרנסתו ואנחנו רוצים להגיע למצב שאדם שעבר כבר את חקירת היכולת ומתברר באמת שאין לו, אז צריך לאפשר לו לנהוג כדי שינסה להתפרנס, גם אם הוא לא נהג מונית או נהג משאית, שינסה לעשות הכנסות כדי שיוכל גם לשלם את חובותיו.",בטחון,0.9694728
"הדיון הזה התכנס לבקשתה של חברת הכנסת קסניה סבטלובה שיושבת איתנו כאן. כולנו צפינו בתחקיר של רביב דרוקר בשבוע שעבר, שמעבר לפרטים על חקירה שנעשתה במשטרה סביב העסקאות המזויפת, חשף גם ממש את הדרך ואת הנתיבים שבהם העסקאות האלה נחתמות. ",בטחון,0.8254892
"במעבר חד, אני רוצה לומר מילה טובה ליועצת המשפטית של ועדת הכלכלה והמשנה ליועץ המשפטי. מי שיצא לו לעקוב אתמול אחר הדיונים בבית המשפט העליון, בשבתו כבג""צ סביב נושא מתווה הגז, מבלי להיכנס לכל הדיון כולו, אני רוצה להזכיר שוועדת הכלכלה, על-פי סעיף 52 לחוק ההגבלים העסקיים, דנה במתווה הגז וגם הוציאה תחת ידה מסמך סדור ומסודר. היועצת המשפטית לוועדה והמשנה ליועץ המשפטי, הוציאה תחת ידה חוות דעת מאוד חזקה ובסיסית בכל הנוגע ליציבות הרגולטורית. אני רוצה לציין שהחלק המרכזי של דבריה של היועצת המשפטית הובא בתוך המסמך המסכם של הוועדה. ",בטחון,0.5412841
"אנחנו מביאים במסמך נתונים על מספר העולים שהם תיירים שמבקשים שינוי מעמד מתייר לעולה, אז מסתבר שהאחוז וגם המספר, משתנים עם השנים, כאשר בתחילת גל העלייה, בראשית שנות התשעים, היה אחוז נמוך מאוד, 2%-2.5% של אנשים שהגיעו לארץ בוויזת תייר וביקשו שינוי למעמד עולה, ועם השנים האחוז הזה נמצא במגמת עלייה. נכון להיום, בשנים 2014, 2015, בין רבע לחמישית מהעולים לישראל נכנסו לארץ במעמד של תייר. ",בטחון,0.7583361
"בחודש האחרון התפרסמו מחקרים מאוד מדאיגים שמתארים את התופעות השונות שיוצר זיהום האוויר פה במפרץ. אני אומרת שוב, כי אחת לכמה זמן, כמו שאמרתי, מתקיים דיון בעקבות איזה שהוא מחקר שמתפרסם, בין אם על נתוני סרטן מזוויעים, על ריבוי אשפוזים, הפעם זה בנושא קוטר ראש חריג של תינוקות. אז אנחנו מתריעים וכולם מגיעים לכאן היום כי אנחנו רוצים לדעת מה קורה, כי התושבים ממשיכים לסבול מהעניין. ",בטחון,0.57472193
"אף פעם לא הייתי מחוץ לארון. חיי תמיד היו פתוחים בפני, בחרתי מה שבחרתי, כמו שאתם יודעים לבחור וידעתם לבחור מה שהחלטתם לבחור. אבל אני חייב להגיד שזה בהתרגשות גדולה ואני התלבטתי מאד לפני. לא שההחלטה הייתה קשה, אבל פשוט, כדי שההחלטה תהיה עניינית וטובה ופתוחה, ושביום שבאמת אני גאה שהמדינה שלנו מאפשרת דיון כזה פתוח. ",בטחון,0.74301213
"האמת, אני חייבת להתחיל ולהגיד שאני מתרגשת מהישיבה הזו. מתרגשת כי אנחנו תיכננו את הישיבה, קידמנו אותה וחשבנו שנגיע לישיבה טעונה ולפחות, אני גם כן הרגשתי שאנחנו לקראת נסיגה משמעותית בכל הנושא של המאבק בסחר בנשים, אחרי ההודעות שהגיעו והידיעות שהגיעו לאוזניי, על שינוי מהותי שנע בין פירוק של היחידה לתיאום המאבק בסחר בבני אדם שבתוך משרד המשפטים, שנע על הציר הזה שבין פירוק וביטול של היחידה, עד לשינוי של המצב שלה מבחינה ארגונית ואני יודעת שהיו דיונים בתוך המשרד בנושא. אני תיכף אתייחס לזה אבל, אנחנו מגיעות היום לישיבה הזו, כאשר אני מקווה שאנחנו שומרים על היחידה הזו ומפתחים אותה ואפילו מחזקים אותה, כפי שהובטח לי בשיחות שקדמו לדיון הזה. ",בטחון,0.7571013
"1.	בחוק הדגל, הסמל והמנון המדינה, התש""ט-1949 (להלן – החוק העיקרי), בסעיף 1, אחרי סעיף קטן (ג) יבוא:",בטחון,0.5275862
"ברשותכם, רוצה להבהיר רק כדברי פתיחה. קיבלנו אישור מהייעוץ המשפטי שהילדים המאומצים, שהיום הם כבר בגירים מאומצים, יוכלו לדבר במסגרת הוועדה. המחיר של זה הוא שלא תהיה כאן תקשורת מצולמת, הדיון גם לא משודר באינטרנט. יכולה להיות כאן תקשורת דבורה, כתובה. בשביל לתת במה למאומצים היינו מוכנים לוותר על אלה, אז מאוד מאוד חשוב לציין את זה. ",בטחון,0.7625918
"אנחנו מקיימים דיון מעקב שלישי בנושא התכניות החוץ תקציביות. זה דיון שני, בוקר טוב חברת הכנסת בן ארי, ודיון שני בנושא המכינות הקדם אקדמיות. אני מאוד מקווה שמדובר בדיון מעקב קצרצר, שבו נתבשר שהכול מתקתק כמו שעון ואז אנחנו כמובן נודה לכולם מקרב לב ונשלח את כל העוסקים במלאכה לעבודתם. ",בטחון,0.61876
